uf,endereco,cidade,bairro,latitude,longitude,data_ocorrencia,hora_ocorrencia,presenca_agentes,acao_policial,unidades_policiais,motivo_principal,outros_recortes,tipo,situacao,idade,faixa_etaria,raca,genero,local,circunstancias_vitima,qualificacoes_vitima,status_servico,status_politico,posicao_politico,partido_político,posicao_agente,coorporacao_agente,status_agente,tipo_pessoa
Bahia,"Palestina, Salvador - BA",SALVADOR,PALESTINA,-12.86484020984374,-38.42377793649641,2024-12-29,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Encontro de cadáver,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Ipanema - Nordeste, Salvador - BA",SALVADOR,NORDESTE DE AMARALINA,-13.007101074120898,-38.472854417703445,2024-12-28,23:00:00,Sim,Sim,40ª CIPM (PETO),Ação policial,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Ipanema - Nordeste, Salvador - BA",SALVADOR,NORDESTE DE AMARALINA,-13.007101074120898,-38.472854417703445,2024-12-28,23:00:00,Sim,Sim,40ª CIPM (PETO),Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Agente de segurança,Não se aplica,Não se aplica,Não se aplica,,Soldado,Polícia Militar,Em serviço,Agente
Bahia,"R. dos Ferroviários - São João do Cabrito, Salvador - BA",SALVADOR,SAO JOAO DO CABRITO,-12.90021331079332,-38.482751102364325,2024-12-28,22:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Vila Canária, Salvador - BA",SALVADOR,VILA CANARIA,-12.91149778670668,-38.43920124781619,2024-12-28,14:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Automóvel,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Vila Canária, Salvador - BA",SALVADOR,VILA CANARIA,-12.91149778670668,-38.43920124781619,2024-12-28,14:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Automóvel,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Taquarichim - Rocha Miranda, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,ROCHA MIRANDA,-22.8400745,-43.3473366,2024-12-28,10:00:00,Sim,Sim,9 BPM,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Barra de Jangada, Jaboatão dos Guararapes - PE, Brasil",JABOATAO DOS GUARARAPES,BARRA DE JANGADA,-8.2216764,-34.9451498,2024-12-27,23:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,26.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Tv. do Gusmão - São José, Recife - PE, 50020-520, Brasil",RECIFE,SAO JOSE,-8.072523562938786,-34.88644492226963,2024-12-26,00:40:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,19.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Nossa Senhora de Fatima, Moreno - PE, Brasil",MORENO,"N. SRA. DE FATIMA, N. SRA. DA CONCEICAO",-8.127684799999999,-35.0897383,2024-12-26,00:00:00,Não,Não,,Tentativa/Roubo,,Pessoa,Ferida,18.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Av. Beira Mar - Ribeira, Salvador - BA, Brasil",SALVADOR,RIBEIRA,-12.9162839,-38.4994353,2024-12-27,02:00:00,Sim,Sim,PM (RONDESP/BTS),Ação policial,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Centro, Abreu e Lima - PE, Brasil",ABREU E LIMA,CENTRO,-7.907058999999999,-34.9021136,2024-12-26,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,33.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Estrada de Xerém - São Francisco de Assis, Belford Roxo - RJ, 26125-070, Brasil",BELFORD ROXO,SAO FRANCISCO DE ASSIS,-22.73417452576892,-43.39998664953153,2024-12-26,15:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Joanes Azul - Conjunto Joanes (Alagados) - Península Joanes - Lobato, Salvador - BA, 40471-045, Brasil",SALVADOR,LOBATO,-12.923027851055949,-38.48721307607616,2024-12-26,17:00:00,Sim,Sim,"RONDESP (BTS), RONDESP (SUL), RONDESP (NORDESTE)",Operação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Joanes Azul - Conjunto Joanes (Alagados) - Península Joanes - Lobato, Salvador - BA, 40471-045, Brasil",SALVADOR,LOBATO,-12.923027851055949,-38.48721307607616,2024-12-26,17:00:00,Sim,Sim,"RONDESP (BTS), RONDESP (SUL), RONDESP (NORDESTE)",Operação policial,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Pau Miúdo, Salvador - BA, Brasil",SALVADOR,PAU MIUDO,-12.963664125424147,-38.48120309779922,2024-12-26,16:00:00,Não,Não,,Tentativa/Roubo,,Pessoa,Ferida,27.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Av. Leste - Natal (Bomba), Camaçari - BA, Brasil",CAMACARI,NATAL,-12.694291355140985,-38.31840519412027,2024-12-26,15:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Automóvel,Sem identificação,Motorista de aplicativo,Em serviço,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Lajinha - Engomadeira, Salvador - BA, Brasil",SALVADOR,ENGOMADEIRA,-12.949181741839116,-38.45480697862686,2024-12-25,14:00:00,Não,Não,,Disputa,,Pessoa,Ferida,,Adulto,Negra,Mulher cis,Evento,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Lajinha - Engomadeira, Salvador - BA, Brasil",SALVADOR,ENGOMADEIRA,-12.949181741839116,-38.45480697862686,2024-12-25,14:00:00,Não,Não,,Disputa,,Pessoa,Ferida,,Adulto,Não identificado,Não identificado,Evento,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Lajinha - Engomadeira, Salvador - BA, Brasil",SALVADOR,ENGOMADEIRA,-12.949181741839116,-38.45480697862686,2024-12-25,14:00:00,Não,Não,,Disputa,,Pessoa,Ferida,,Adulto,Não identificado,Mulher cis,Evento,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Lajinha - Engomadeira, Salvador - BA, Brasil",SALVADOR,ENGOMADEIRA,-12.949181741839116,-38.45480697862686,2024-12-25,14:00:00,Não,Não,,Disputa,,Pessoa,Ferida,,Adulto,Não identificado,Não identificado,Evento,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Comunidade Roda de Fogo - R. Três de Setembro - Torrões, Recife - PE, 50660-260, Brasil",RECIFE,TORROES,-8.0601776,-34.9391595,2024-12-25,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,27.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Comunidade Roda de Fogo - R. Três de Setembro - Torrões, Recife - PE, 50660-260, Brasil",RECIFE,TORROES,-8.0601776,-34.9391595,2024-12-25,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,57.0,Adulto,Não identificado,Mulher cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. 7 de Setembro - Águas Claras, Salvador - BA",SALVADOR,AGUAS CLARAS,-12.88289557061634,-38.41945222883634,2024-12-25,23:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,42.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Outros,De folga,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"IAPI, Salvador - BA",SALVADOR,IAPI,-12.95597968789758,-38.4791681319678,2024-12-25,22:50:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Pau Miúdo, Salvador - BA",SALVADOR,PAU MIUDO,-12.962666677416918,-38.48207836857255,2024-12-25,21:35:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,23.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Pontilhão - Caju, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,CAJU,-22.8807991,-43.2278482,2024-12-25,11:37:00,Sim,Sim,4 BPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Carne de vaca - Ponta de Pedras, Goiana - PE, Brasil",GOIANA,PONTA DE PEDRAS,-7.572293999999999,-34.8330592,2024-12-20,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,47.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Mercado Público de Cavaleiro - Cavaleiro, Jaboatão dos Guararapes - PE, 54250-000, Brasil",JABOATAO DOS GUARARAPES,CAVALEIRO,-8.091943719542614,-34.97269569372543,2024-12-24,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Outros,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Rio Guaíba - Água Fria, Recife - PE, 52211-560, Brasil",RECIFE,AGUA FRIA,-8.010945158726976,-34.89655788172857,2024-12-24,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,40.0,Adulto,Negra,Homem cis,Barbearia,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rodovia Washington Luiz - Chácaras Rio-Petrópolis, Duque de Caxias - RJ, Brasil",DUQUE DE CAXIAS,CHACARAS RIO PETROPOLIS,-22.6415736,-43.2836955,2024-12-24,23:00:00,Sim,Sim,PRF,Ação policial,,Pessoa,Ferida,26.0,Adulto,Branca,Mulher cis,Automóvel,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rodovia Washington Luiz - Chácaras Rio-Petrópolis, Duque de Caxias - RJ, Brasil",DUQUE DE CAXIAS,CHACARAS RIO PETROPOLIS,-22.6415736,-43.2836955,2024-12-24,23:00:00,Sim,Sim,PRF,Ação policial,,Pessoa,Ferida,53.0,Adulto,Não identificado,Homem cis,Automóvel,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Pontilhão - Jacarezinho, Rio de Janeiro - RJ, 20785-180, Brasil",RIO DE JANEIRO,JACAREZINHO,-22.8864899,-43.25422,2024-12-25,07:52:00,Sim,Sim,04 BPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Catiri - Bangu, Rio de Janeiro - RJ, 21863-010, Brasil",RIO DE JANEIRO,BANGU,-22.85319795,-43.47059105,2024-12-23,12:00:00,Não,Não,,Disputa,Ataques armados sobre rodas,Pessoa,Ferida,,Adulto,Não identificado,Mulher cis,Outros,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Catiri - Bangu, Rio de Janeiro - RJ, 21863-010, Brasil",RIO DE JANEIRO,BANGU,-22.85319795,-43.47059105,2024-12-23,12:00:00,Não,Não,,Disputa,Ataques armados sobre rodas,Pessoa,Ferida,32.0,Adulto,Não identificado,Homem cis,Outros,Sem identificação,Outros,Em serviço,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Luís Mota - Amendoeira, São Gonçalo - RJ, Brasil",SÃO GONÇALO,AMENDOEIRA,-22.825318,-42.9893914,2024-12-24,08:20:00,Não,Não,,Tentativa/Roubo,,Pessoa,Morta,28.0,Adulto,Negra,Mulher cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Luís Mota - Amendoeira, São Gonçalo - RJ, Brasil",SÃO GONÇALO,AMENDOEIRA,-22.825318,-42.9893914,2024-12-24,08:20:00,Não,Não,,Tentativa/Roubo,,Pessoa,Ferida,29.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Alto do Sol - R. da Saudade - Pte. dos Carvalhos, Cabo de Santo Agostinho - PE, 54580-730, Brasil",CABO DE SANTO AGOSTINHO,PONTE DOS CARVALHOS,-8.236901892089096,-34.98431488415256,2024-12-24,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,20.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Jardim Brasil V - R. Maria do Socorro - Aguazinha, Olinda - PE, 53270-110, Brasil",OLINDA,AGUAZINHA,-7.996871309585223,-34.88171258976834,2024-12-23,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Jardim Brasil V - R. Maria do Socorro - Aguazinha, Olinda - PE, 53270-110, Brasil",OLINDA,AGUAZINHA,-7.996871309585223,-34.88171258976834,2024-12-23,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,16.0,Adolescente,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Rua Nove, Barra de Jangada - Jaboatão dos Guararapes, PE, Brasil",JABOATAO DOS GUARARAPES,BARRA DE JANGADA,-8.232517291847392,-34.9365186350497,2024-12-23,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,56.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Outros,Não identificado,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Usina Maravilhas, Usina Nossa Senhora das Maravilhas - Goiana, PE, Brasil",GOIANA,GOIANA,-7.533640367866064,-34.99436499494953,2024-12-23,00:00:00,Não,Não,,Briga,Bar,Pessoa,Morta,47.0,Adulto,Não identificado,Homem cis,Bar,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Abrahão Jabour - Jacarepaguá, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,FREGUESIA (JACAREPAGUA),-22.9739535,-43.4113532,2024-12-24,07:00:00,Sim,Sim,31 BPM ,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Av. Dr. José Rufino - Barro, Recife - PE, 50865-000, Brasil",RECIFE,BARRO,-8.092683491759761,-34.94658370732197,2024-12-23,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,15.0,Adolescente,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Vila da Prata - R. Delfim - Brasília Teimosa, Recife - PE, 51010-010, Brasil",RECIFE,BRASILIA TEIMOSA,-8.081693929233294,-34.88043617601673,2024-12-23,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,28.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Gonçalo Coelho - Liberdade, Salvador - BA",SALVADOR,LIBERDADE,-12.95044028664948,-38.49310147738045,2024-12-23,16:40:00,Não,Não,,Ataque a civis,,Pessoa,Ferida,51.0,Adulto,Não identificado,Mulher cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Gonçalo Coelho - Liberdade, Salvador - BA",SALVADOR,LIBERDADE,-12.95044028664948,-38.49310147738045,2024-12-23,16:40:00,Não,Não,,Ataque a civis,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Gonçalo Coelho - Liberdade, Salvador - BA",SALVADOR,LIBERDADE,-12.95044028664948,-38.49310147738045,2024-12-23,16:40:00,Não,Não,,Ataque a civis,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Pará - São Sebastião do Passé, BA, Brasil",SAO SEBASTIAO DO PASSE,NI,-12.5074434250495,-38.4842049674584,2024-12-22,15:00:00,Sim,Sim,10ª CIPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Phoc II, Camaçari - BA",CAMACARI,RENASCER - PHOC II,-12.70882533716916,-38.33265546373995,2024-12-23,02:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Não identificado,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Phoc II, Camaçari - BA",CAMACARI,RENASCER - PHOC II,-12.70882533716916,-38.33265546373995,2024-12-23,02:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Não identificado,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Rio Capibaribe - R. Tapacurá - Monteiro, Recife - PE, 52061-142, Brasil",RECIFE,MONTEIRO,-8.029905199647581,-34.92842476423167,2024-12-22,10:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Outros,Encontro de cadáver,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Souto Maior Júnior - Muribara, São Lourenço da Mata - PE, 54720-460, Brasil",SAO LOURENCO DA MATA,MURIBARA,-8.00449514253255,-35.045343857513295,2024-12-23,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,20.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Laurindo Rabello - Liberdade, Salvador - BA, Brasil",SALVADOR,LIBERDADE,-12.946766080041364,-38.49252132947656,2024-12-23,13:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,17.0,Adolescente,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Laurindo Rabello - Liberdade, Salvador - BA, Brasil",SALVADOR,LIBERDADE,-12.946766080041364,-38.49252132947656,2024-12-23,13:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Comunidade Nova Divinéia - R. Dez - Cajueiro Seco, Jaboatão dos Guararapes - PE, 54330-465, Brasil",JABOATAO DOS GUARARAPES,CAJUEIRO SECO,-8.171450733553282,-34.92651343445538,2024-12-22,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,21.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Avenida Brasil, Fazenda Botafogo, Coelho Neto, Rio de Janeiro - RJ, 21530-170, Brasil",RIO DE JANEIRO,COELHO NETO,-22.829796193138986,-43.3483118341156,2024-12-22,00:30:00,Não,Não,,Tentativa/Roubo,,Pessoa,Morta,27.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Entregador / Motoboy,Em serviço,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Vila da Fabrica, Camaragibe - PE, Brasil",CAMARAGIBE,VILA DA FABRICA,-8.0087824,-34.9785043,2024-12-23,00:00:00,Sim,Sim,Polícia militar,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Av. Eraldo Barros de Souza - Cohab, Cabo de Santo Agostinho - PE, 54520-070, Brasil",CABO DE SANTO AGOSTINHO,COHAB,-8.2956761,-35.0292603,2024-12-21,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,49.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Mototaxista ,Em serviço,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
