uf,endereco,cidade,bairro,latitude,longitude,data_ocorrencia,hora_ocorrencia,presenca_agentes,acao_policial,unidades_policiais,motivo_principal,outros_recortes,tipo,situacao,idade,faixa_etaria,raca,genero,local,circunstancias_vitima,qualificacoes_vitima,status_servico,status_politico,posicao_politico,partido_político,posicao_agente,coorporacao_agente,status_agente,tipo_pessoa
Pernambuco,"R. Manoel Carlos de Mendonça - Zona Res. 03, Goiana - PE, 55900-000, Brasil",GOIANA,GOIANA,-7.566539636257016,-35.011391511126114,2024-06-03,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,20.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Vale das Pedreiras, Camaragibe - PE, Brasil",CAMARAGIBE,VALE DAS PEDREIRAS,-8.005218,-34.9650825,2024-06-03,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Comunidade Novo Horizonte de Barra de Jangada - R. Laguna - Barra de Jangada, Jaboatão dos Guararapes - PE, 54490-180, Brasil",JABOATAO DOS GUARARAPES,BARRA DE JANGADA,-8.215899876099884,-34.938616166828325,2024-06-03,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,38.0,Adulto,Negra,Homem cis,Residência,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Via Periferica I, Cia Sul, Simões Filho - BA, Brasil",SIMOES FILHO,CIA SUL,-12.82450849588082,-38.41548287562425,2024-06-04,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Encontro de cadáver,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Sapinho - Jardim Gramacho, Duque de Caxias - RJ, 25055-100, Brasil",DUQUE DE CAXIAS,GRAMACHO,-22.75842379,-43.27967596,2024-06-04,08:00:00,Sim,Sim,15 BPM,Operação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Itinga, Lauro de Freitas - BA, Brasil",LAURO DE FREITAS,ITINGA,-12.8989115,-38.3447742,2024-06-03,16:00:00,Sim,Sim, 81ª CIPM,Ação policial,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Itinga, Lauro de Freitas - BA, Brasil",LAURO DE FREITAS,ITINGA,-12.8989115,-38.3447742,2024-06-03,16:00:00,Sim,Sim, 81ª CIPM,Ação policial,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Itinga, Lauro de Freitas - BA, Brasil",LAURO DE FREITAS,ITINGA,-12.8989115,-38.3447742,2024-06-03,16:00:00,Sim,Sim, 81ª CIPM,Ação policial,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"R. do Rumo, Morro dos Marítimos - Engenhoca, Niterói - RJ, 24110-069, Brasil",NITERÓI,ENGENHOCA,-22.86580860062601,-43.09381206266976,2024-06-03,19:00:00,Sim,Sim,12 BPM,Ação policial,,Pessoa,Ferida,30.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Guaiba - Brás de Pina, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,BRAS DE PINA,-22.8363611,-43.2946259,2024-06-03,08:35:00,Não,Não,,Homicidio/Tentativa,Outros,Pessoa,Ferida,47.0,Adulto,Não identificado,Homem cis,Automóvel,Sem identificação,Motorista de aplicativo,Em serviço,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Guaiba - Brás de Pina, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,BRAS DE PINA,-22.8363611,-43.2946259,2024-06-03,08:35:00,Não,Não,,Homicidio/Tentativa,Outros,Pessoa,Ferida,54.0,Adulto,Não identificado,Mulher cis,Sem identificação,Bala perdida,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Av. Assis Valente, Fazenda Grande I, Salvador - BA",SALVADOR,FAZENDA GRANDE I,-12.892885355543465,-38.40848765648124,2024-06-02,15:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Reserva Ecológica de Sapiranga, Praia do Forte, Mata de São João - BA",MATA DE SAO JOAO,PRAIA DO FORTE,-12.571998071212702,-38.02633380400376,2024-06-02,19:30:00,Não,Não,,Tentativa/Roubo,,Pessoa,Ferida,20.0,Adulto,Não identificado,Mulher cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"BR 324, São Gonçalo do Retiro, Salvador - BA",SALVADOR,SAO GONCALO,-12.95217890575715,-38.47107763880554,2024-06-03,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Encontro de cadáver,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Rua Édson Filho - Coqueiral, Recife - PE, Brasil",RECIFE,COQUEIRAL,-8.0874907,-34.9670588,2024-06-02,18:30:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,23.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua Nova Aliança, Praia Grande - Salvador - BA",SALVADOR,PRAIA GRANDE,-12.87460479724622,-38.47460718831866,2024-06-02,23:00:00,Sim,Sim,PETO,Ação policial,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Rua do Girassol - Muribequinha, Jaboatão dos Guararapes - PE, Brasil",JABOATAO DOS GUARARAPES,MURIBEQUINHA,-8.1344495,-35.0128527,2024-06-02,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,17.0,Adolescente,Negra,Homem cis,Residência,Encontro de cadáver,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Alto da Igreja - R. Tab. João José Alves - Pte. dos Carvalhos, Cabo de Santo Agostinho - PE, 54580-175, Brasil",CABO DE SANTO AGOSTINHO,ENGENHO ILHA,-8.23995002658893,-34.98330618971271,2024-06-01,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,27.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Zona Residencial 08 - R. da Impoeira - Centro, Goiana - PE, 55900-000, Brasil",GOIANA,GOIANA,-7.555829598362506,-34.99639747546398,2024-06-01,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,22.0,Adulto,Negra,Homem cis,Residência,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Parque Verde I, Camaçari - BA, Brasil",CAMACARI,PARQUE VERDE I,-12.723813349717874,-38.32478642883606,2024-06-02,22:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Matias da Cunha, Morro do Engenho da Rainha, Rio de Janeiro - RJ, 20761-030, Brasil",RIO DE JANEIRO,PILARES,-22.875461796399534,-43.289535118246455,2024-06-03,10:03:00,Sim,Sim,03º BPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco," Avenida Prefeito Diomedes Ferreira de Melo - Ponte dos Carvalhos, Cabo de Santo Agostinho - PE, Brasil",CABO DE SANTO AGOSTINHO,ENGENHO ILHA,-8.248047,-34.981446,2024-06-02,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,14.0,Adolescente,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Visconde de Niterói - Mangueira, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,MANGUEIRA,-22.9061192,-43.2391643,2024-06-02,18:00:00,Não,Não,,Ataque a civis,"Ataques armados sobre rodas,Outros",Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Av. Antônio Cabral de Souza - Jaguarana, Paulista - PE, 53423, Brasil",PAULISTA,JAGUARANA,-7.911642167109111,-34.84478451252517,2024-06-01,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,42.0,Adulto,Não identificado,Homem cis,Automóvel,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Alto da Maternidade, Moreno - PE, 54800-000, Brasil",MORENO,"BELA VISTA, MATERNIDADE",-8.119045210735939,-35.084435007615056,2024-06-01,00:00:00,Não,Não,,Homicidio/Tentativa,Bar,Pessoa,Morta,42.0,Adulto,Negra,Homem cis,Bar,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Avenida Heitor Dias - Vila Laura, Salvador - BA, Brasil",SALVADOR,VILA LAURA,-12.968780058652383,-38.48443546448747,2024-06-02,22:00:00,Sim,Sim,26ª CIPM,Tentativa/Roubo,Perseguição,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Avenida Amaro Cavalcanti - Todos os Santos, Rio de Janeiro - RJ, 20735-041, Brasil",RIO DE JANEIRO,TODOS OS SANTOS,-22.89716047307916,-43.28677132352601,2024-06-01,10:30:00,Sim,Não,,Tentativa/Roubo,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Avenida Amaro Cavalcanti - Todos os Santos, Rio de Janeiro - RJ, 20735-041, Brasil",RIO DE JANEIRO,TODOS OS SANTOS,-22.89716047307916,-43.28677132352601,2024-06-01,10:30:00,Sim,Não,,Tentativa/Roubo,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Lindolfo Barbosa, Vila Canária, Salvador - BA, Brasil",SALVADOR,VILA CANARIA,-12.909119431584797,-38.437572002937046,2024-06-01,09:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. dos Pescadores - Amaro Branco, Olinda - PE, Brasil",OLINDA,AMARO BRANCO,-8.009257,-34.8453097,2024-05-31,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,29.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Morro do Campinho (Complexo do Fubá) - Campinho, Rio de Janeiro - RJ, 21310-420, Brasil",RIO DE JANEIRO,CAMPINHO,-22.885885931798303,-43.339247921182334,2024-05-31,22:10:00,Sim,Sim,PM,Disputa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Morro do Campinho (Complexo do Fubá) - Campinho, Rio de Janeiro - RJ, 21310-420, Brasil",RIO DE JANEIRO,CAMPINHO,-22.885885931798303,-43.339247921182334,2024-05-31,22:10:00,Sim,Sim,PM,Disputa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Morro do Campinho (Complexo do Fubá) - Campinho, Rio de Janeiro - RJ, 21310-420, Brasil",RIO DE JANEIRO,CAMPINHO,-22.885885931798303,-43.339247921182334,2024-05-31,22:10:00,Sim,Sim,PM,Disputa,,Pessoa,Morta,63.0,Idoso,Não identificado,Mulher cis,Sem identificação,Bala perdida,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Morro do Campinho (Complexo do Fubá) - Campinho, Rio de Janeiro - RJ, 21310-420, Brasil",RIO DE JANEIRO,CAMPINHO,-22.885885931798303,-43.339247921182334,2024-05-31,22:10:00,Sim,Sim,PM,Disputa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"BR 324 - Horto Bela Vista, Cabula - Salvador - BA, 41098-040, Brasil",SALVADOR,CABULA,-12.967325823053052,-38.47667777762101,2024-05-31,19:00:00,Não,Não,,Tentativa/Roubo,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Transporte público,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Silvio Terra - Barros Filho, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,BARROS FILHO,-22.8332737,-43.3713557,2024-05-31,13:00:00,Sim,Sim,41 BPM,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Silvio Terra - Barros Filho, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,BARROS FILHO,-22.8332737,-43.3713557,2024-05-31,13:00:00,Sim,Sim,41 BPM,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Silvio Terra - Barros Filho, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,BARROS FILHO,-22.8332737,-43.3713557,2024-05-31,13:00:00,Sim,Sim,41 BPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Silvio Terra - Barros Filho, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,BARROS FILHO,-22.8332737,-43.3713557,2024-05-31,13:00:00,Sim,Sim,41 BPM,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Silvio Terra - Barros Filho, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,BARROS FILHO,-22.8332737,-43.3713557,2024-05-31,13:00:00,Sim,Sim,41 BPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Silvio Terra - Barros Filho, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,BARROS FILHO,-22.8332737,-43.3713557,2024-05-31,13:00:00,Sim,Sim,41 BPM,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Coroado - São Marcos, Salvador - BA",SALVADOR,SAO MARCOS,-12.924838079995665,-38.438961975433536,2024-05-30,00:00:00,Sim,Sim,47ª CIPM,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Clériston Andrade, São Caetano, Salvador - BA",SALVADOR,SAO CAETANO,-12.935255458558776,-38.47830688465737,2024-05-30,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,25.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Tv. Recanto Bela Vista - Mussurunga  II, Mussurunha - Salvador - BA",SALVADOR,MUSSURUNGA,-12.922025615954468,-38.367106875531626,2024-05-30,14:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,24.0,Adulto,Não identificado,Mulher cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Favela do Guandu - Santa Terezinha, Japeri - RJ, 26420-130, Brasil",JAPERI,GUANDU,-22.68573967917468,-43.63457797580493,2024-05-31,11:11:00,Sim,Sim,24º BPM,Operação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Loteamento Cidade Garapu III - R. Vinte e Cinco - Cohab, Cabo de Santo Agostinho - PE, 54520-560, Brasil",CABO DE SANTO AGOSTINHO,COHAB,-8.29801698450874,-35.02817373796048,2024-05-30,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,17.0,Adolescente,Negra,Homem cis,Residência,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Loteamento Cidade Garapu III - R. Vinte e Cinco - Cohab, Cabo de Santo Agostinho - PE, 54520-560, Brasil",CABO DE SANTO AGOSTINHO,COHAB,-8.29801698450874,-35.02817373796048,2024-05-30,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,17.0,Adolescente,Negra,Mulher cis,Residência,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Favela Terra Nostra (Complexo da Pedreira) - Costa Barros, Rio de Janeiro - RJ, 21650-210, Brasil",RIO DE JANEIRO,COSTA BARROS,-22.8284063,-43.3713024,2024-05-30,20:00:00,Sim,Sim,41 BPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rótula da Feirinha - Cajazeiras X, Salvador - BA, 41340-280, Brasil",SALVADOR,CAJAZEIRAS X,-12.898462850217037,-38.40790695470841,2024-05-30,20:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,20.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. das Árvores - Cabula VI, Salvador - BA, Brasil",SALVADOR,CABULA VI,-12.956035760816151,-38.44017786495751,2024-05-30,19:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,40.0,Adulto,Não identificado,Homem cis,Residência,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. das Árvores - Cabula VI, Salvador - BA, Brasil",SALVADOR,CABULA VI,-12.956035760816151,-38.44017786495751,2024-05-30,19:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,21.0,Adulto,Não identificado,Homem cis,Residência,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. 1º de Janeiro, Cidade Nova, Salvador - BA, 40313-120, Brasil",SALVADOR,CIDADE NOVA,-12.965580178721355,-38.484236488693945,2024-05-30,13:00:00,Não,Não,,Homicidio/Tentativa,Perseguição,Pessoa,Morta,40.0,Adulto,Negra,Homem cis,Automóvel,Sem identificação,Outros,Em serviço,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. 1º de Janeiro, Cidade Nova, Salvador - BA, 40313-120, Brasil",SALVADOR,CIDADE NOVA,-12.965580178721355,-38.484236488693945,2024-05-30,13:00:00,Não,Não,,Homicidio/Tentativa,Perseguição,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Dr. José Mariano - Coelhos, Recife - PE, 50060-315, Brasil",RECIFE,COELHOS,-8.065647322317508,-34.887325041957546,2024-05-30,16:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,17.0,Adolescente,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Dr. José Mariano - Coelhos, Recife - PE, 50060-315, Brasil",RECIFE,COELHOS,-8.065647322317508,-34.887325041957546,2024-05-30,16:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,59.0,Adulto,Não identificado,Homem cis,Sem identificação,Bala perdida,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Dr. José Mariano - Coelhos, Recife - PE, 50060-315, Brasil",RECIFE,COELHOS,-8.065647322317508,-34.887325041957546,2024-05-30,16:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,64.0,Idoso,Não identificado,Homem cis,Sem identificação,Bala perdida,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco," Alto das Barreiras - Av. Joaquim Ribeiro - Várzea, Recife - PE, Brasil",RECIFE,VARZEA,-8.021389,-34.965572,2024-05-30,02:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Outros,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Favela Terra Nostra - Costa Barros, Rio de Janeiro - RJ, 21650-210, Brasil",RIO DE JANEIRO,COSTA BARROS,-22.8284063,-43.3713024,2024-05-30,10:00:00,Sim,Sim,41 BPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Favela Terra Nostra - Costa Barros, Rio de Janeiro - RJ, 21650-210, Brasil",RIO DE JANEIRO,COSTA BARROS,-22.8284063,-43.3713024,2024-05-30,10:00:00,Sim,Sim,41 BPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Jardim Centenario, Itinga,  Lauro de Freitas - BA, Brasil",LAURO DE FREITAS,ITINGA,-12.892424855792465,-38.34345215266213,2024-05-29,23:50:00,Não,Não,,Disputa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Jardim Centenario, Itinga,  Lauro de Freitas - BA, Brasil",LAURO DE FREITAS,ITINGA,-12.892424855792465,-38.34345215266213,2024-05-29,23:50:00,Não,Não,,Disputa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Alto Treze de Maio - Nova Descoberta, Recife - PE, 52081-040, Brasil",RECIFE,NOVA DESCOBERTA,-8.009173480911024,-34.92261106321957,2024-05-29,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,22.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Alto Treze de Maio - Nova Descoberta, Recife - PE, 52081-040, Brasil",RECIFE,NOVA DESCOBERTA,-8.009173480911024,-34.92261106321957,2024-05-29,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,35.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Aracajú - Santa Rita, Igarassu - PE, 53620-809, Brasil",IGARASSU,SANTA RITA,-7.838683477676381,-34.89923020554987,2024-05-29,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,25.0,Adulto,Branca,Homem cis,Residência,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Zona Residencial 08 - R. da Impoeira - Centro, Goiana - PE, 55900-000, Brasil",GOIANA,GOIANA,-7.555829598362506,-34.99639747546398,2024-05-29,00:00:00,Não,Não,,Tentativa/Roubo,,Pessoa,Morta,25.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
