uf,cidade,bairro,latitude,longitude,data_ocorrencia,fonte_ocorrencia,presenca_agentes,acao_policial,civis_mortos_ocorrencia,civis_feridos_ocorrencia,agentes_mortos_ocorrencia,agentes_feridos_ocorrencia,chacina_ocorrencia,motivo_principal,color,mortos_total,feridos_total,mes
Pernambuco,RECIFE,PASSARINHO,-7.980039415271477,-34.917850906330486,2024-04-29 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,GUARARAPES,-8.156080239232212,-34.93966363729737,2024-04-29 00:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,GRANJAS RURAIS PRESIDENTE VARGAS,-12.92263869365181,-38.45273174910204,2024-04-30 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,LIBERDADE,-12.943692622085887,-38.493700331606014,2024-04-30 00:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,MARE,-22.8504365,-43.2441323,2024-04-30 06:45:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,COMPLEXO DO ALEMAO,-22.8613084,-43.2721368,2024-04-29 21:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,CIDADE DE DEUS,-22.94597317319524,-43.35791691677703,2024-04-29 21:52:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,BEIRU/TANCREDO NEVES,-12.949069464889035,-38.45086095097117,2024-04-29 14:30:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,4
Bahia,SALVADOR,LAPINHA,-12.958546590056462,-38.50005346878443,2024-04-29 12:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,SANTA CRUZ,-22.9212928,-43.66281821,2024-04-29 14:20:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Pernambuco,CAMARAGIBE,VIANA,-8.029124626147562,-34.99383714346014,2024-04-28 21:00:00,Usuário,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,SAO LOURENCO DA MATA,NOSSA SENHORA DA LUZ,-8.039908715808666,-35.09899853112121,2024-04-28 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,IGARASSU,TABATINGA,-7.815082244100502,-34.916548319426234,2024-04-27 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,CAMARAGIBE,VALE DAS PEDREIRAS,-8.004878401990572,-34.9659283819269,2024-04-27 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,OLINDA,AGUAS COMPRIDAS,-7.991422537401783,-34.901734064727506,2024-04-27 00:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,CENTRO,-8.118798681251782,-35.01423468899572,2024-04-28 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,CORDOVIL,-22.822307982626956,-43.300833035644416,2024-04-28 21:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Pernambuco,ARACOIABA,VILA CANAA,-7.764661659653806,-35.04854822210587,2024-04-28 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,PRAZERES,-8.188229780332547,-34.95076441797666,2024-04-28 00:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,VARZEA,-8.032700297081044,-34.99296046136472,2024-04-28 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,MUSTARDINHA,-8.071877422605567,-34.92250622386053,2024-04-27 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,SANTO ALEIXO,-8.0964856,-35.0195406,2024-04-27 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,BARRA DA TIJUCA,-23.0031224,-43.3095446,2024-04-29 07:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,4
Pernambuco,IGARASSU,CENTRO,-7.822415332570455,-34.90342463346791,2024-04-28 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,CABO DE SANTO AGOSTINHO,AREA RURAL,-8.3140558,-35.0893944,2024-04-27 00:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,DUQUE DE CAXIAS,GRAMACHO,-22.7523096,-43.2739077,2024-04-29 08:55:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,CAMACARI,TANCREDO NEVES - PHOC III,-12.7202807,-38.3348754,2024-04-28 22:50:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,VILA CANARIA,-12.910742738670294,-38.43754292875666,2024-04-28 13:00:00,Imprensa,Sim,Sim,2.0,2.0,,,Não,Disputa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,BRAS DE PINA,-22.835,-43.300278,2024-04-28 21:18:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,VALERIA,-12.860006831254555,-38.4352978,2024-04-28 17:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,JACAREPAGUA,-22.914739,-43.42013078,2024-04-28 08:00:00,Polícia,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,SÃO JOÃO DE MERITI,VILAR DOS TELES,-22.7638089,-43.3547077,2024-04-28 15:00:00,Polícia,Sim,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,BRAS DE PINA,-22.835,-43.300278,2024-04-28 20:18:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SIMOES FILHO,CIA I,-12.822612788014307,-38.397532715542205,2024-04-28 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,DUQUE DE CAXIAS,OLAVO BILAC,-22.759013,-43.3245867,2024-04-28 05:30:00,Imprensa,Sim,Não,,,1.0,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,CANELA,-12.994997,-38.5251053,2024-04-28 09:00:00,Imprensa,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,GUADALUPE,-22.8401032,-43.3781182,2024-04-28 01:25:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,CANDEIAS,CENTRO,-12.66905236127013,-38.54605836640727,2024-04-27 16:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,GRAJAU,-22.923666,-43.2583192,2024-04-27 21:15:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,MASSARANDUBA,-12.924823780171756,-38.49484061647323,2024-04-27 18:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Ação policial,#fe9600,,,4
Bahia,SIMOES FILHO,SIMOES FILHO I,-12.779139491085122,-38.372311621535175,2024-04-27 18:00:00,Imprensa,Sim,Sim,3.0,,,1.0,Sim,Ação policial,#fe0000,,,4
Bahia,SALVADOR,SAO CRISTOVAO,-12.90918328783848,-38.36437042370802,2024-04-27 14:00:00,Imprensa,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,TOMAS COELHO,-22.865079,-43.3090791,2024-04-26 22:00:00,Imprensa,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,4
Bahia,VERA CRUZ,MAR GRANDE,-12.96443517010983,-38.60750430692829,2024-04-27 15:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,ITANHANGA,-22.98300420311525,-43.32335546995056,2024-04-27 16:15:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,VALERIA,-12.8650562,-38.4320563,2024-04-27 08:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,SAO CRISTOVAO,-12.913406,-38.3587861,2024-04-27 08:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Ação policial,#fe9600,,,4
Pernambuco,RECIFE,ALTO DO MANDU,-8.020144150097112,-34.92676689752549,2024-04-27 00:00:00,Usuário,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,ALTO DO CABRITO,-12.904373345951338,-38.47230936871488,2024-04-27 09:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,CURADO,-8.072128516726233,-34.99353499416964,2024-04-26 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,CAMARAGIBE,BAIRRO DOS ESTADOS,-8.025660192522382,-34.97408123556304,2024-04-26 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,SANTO AMARO,-8.0459149,-34.879045,2024-04-26 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,PAULISTA,JANGA,-7.918410501085704,-34.82749593565618,2024-04-26 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,IBURA,-8.112755697909986,-34.938654774854186,2024-04-26 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Tentativa/Roubo,#fe9600,,,4
Pernambuco,CABO DE SANTO AGOSTINHO,PONTE DOS CARVALHOS,-8.2352701,-34.9821188,2024-04-26 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,OLINDA,ALTO DA CONQUISTA,-7.980204717982209,-34.90110803252932,2024-04-26 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,LINHA DO TIRO,-8.00727813309485,-34.90396305853694,2024-04-26 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,ITAPUA,-12.9496044,-38.3650168,2024-04-27 08:00:00,Imprensa,Sim,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,4
Pernambuco,RECIFE,AFOGADOS,-8.077032599999999,-34.9091753,2024-04-26 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,PRACA SECA,-22.9084897,-43.354266,2024-04-27 09:25:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,BEIRU/TANCREDO NEVES,-12.9441758,-38.4489426,2024-04-27 08:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,SENADOR CAMARA,-22.895833,-43.4825,2024-04-27 05:07:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,ITABORAÍ,VISCONDE,-22.7045511,-42.9003592,2024-04-26 18:00:00,Polícia,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,VILA DA PENHA,-22.8406576,-43.3148557,2024-04-26 22:35:00,Usuário,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,QUEIMADOS,CENTRO,-22.7104037,-43.5594593,2024-04-20 15:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,SÃO GONÇALO,AMENDOEIRA,-22.8297603,-42.9833145,2024-04-26 15:00:00,Imprensa,Não,Não,,3.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,FAZENDA GRANDE DO RETIRO,-12.940841506861643,-38.47874826181378,2024-04-26 18:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,TANQUE,-22.91525671,-43.3460376,2024-04-26 18:27:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Pernambuco,RECIFE,VASCO DA GAMA,-8.019317286189779,-34.92283710220156,2024-04-26 05:40:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,PAULISTA,MARANGUAPE II,-7.9272213,-34.8516599,2024-04-25 00:00:00,Imprensa,Não,Não,,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,SÃO GONÇALO,NI,-22.8233781,-43.0462495,2024-04-25 22:00:00,Imprensa,Não,Não,,1.0,,,Não,Não identificado,#fe9600,,,4
Pernambuco,RECIFE,DERBY,-8.0535049,-34.8977394,2024-04-26 00:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,PIEDADE,-8.180763518352059,-34.92756103252555,2024-04-26 00:00:00,Imprensa,Não,Não,3.0,,,,Sim,Homicidio/Tentativa,#fe0000,,,4
Pernambuco,CABO DE SANTO AGOSTINHO,PONTEZINHA,-8.225009023111497,-34.96459545498381,2024-04-25 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,BOM JUA,-12.941420335860276,-38.47097292327881,2024-04-26 04:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Bahia,SALVADOR,JARDIM CAJAZEIRAS,-12.91694693207998,-38.44963746994056,2024-04-25 22:36:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,OLINDA,TABAJARA,-7.978298867546262,-34.86639235479104,2024-04-25 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,JIQUIA,-8.078748373378028,-34.923866542078045,2024-04-25 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,SÃO JOÃO DE MERITI,AGOSTINHO PORTO,-22.79247182527442,-43.39369509369135,2024-04-26 03:54:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,COMPLEXO DO ALEMAO,-22.86027516,-43.2743799,2024-04-26 06:10:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,PENHA,-22.848632637937747,-43.28276462401774,2024-04-26 06:10:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,4
Bahia,SALVADOR,FAZENDA GRANDE I,-12.893619683361456,-38.40049713684006,2024-04-25 22:30:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,COPACABANA,-22.9641358,-43.1898909,2024-04-26 00:02:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,COMPLEXO DO ALEMAO,-22.8613084,-43.2721368,2024-04-25 21:50:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,MIRANTES DE PERIPERI,-12.87100256172072,-38.466026610430056,2024-04-25 20:05:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,JARDIM AMERICA,-22.805796757696225,-43.31907415770264,2024-04-25 17:00:00,Imprensa,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,4
Bahia,SALVADOR,LAPINHA,-12.95612987248917,-38.49955083573141,2024-04-24 20:00:00,Imprensa,Sim,Sim,,,,,Não,Tentativa/Roubo,#fe9600,,,4
Bahia,SALVADOR,BEIRU/TANCREDO NEVES,-12.942674331637884,-38.45007786476686,2024-04-22 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,CAMARAGIBE,BAIRRO DOS ESTADOS,-8.0312234,-34.9806955,2024-04-25 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,MADALENA,-8.053523330791803,-34.9091913071215,2024-04-24 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Tentativa/Roubo,#fe9600,,,4
Pernambuco,MORENO,BONANCA,-8.138887609480028,-35.19993594911203,2024-04-24 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,ABREU E LIMA,PLANALTO,-7.9081074,-34.9088163,2024-04-24 00:00:00,Imprensa,Não,Não,,2.0,,,Não,Briga,#fe9600,,,4
Pernambuco,RECIFE,DOIS IRMAOS,-8.008700434717117,-34.95305222148744,2024-04-24 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,CABO DE SANTO AGOSTINHO,PONTE DOS CARVALHOS,-8.2352701,-34.9821188,2024-04-24 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,FLAMENGO,-22.9398993,-43.1696936,2024-04-25 07:00:00,Imprensa,Sim,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,4
Bahia,SALVADOR,CABULA,-12.95767836932863,-38.45430259213667,2024-04-25 07:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,LAURO DE FREITAS,CAJI,-12.880791329427796,-38.34704335092621,2024-04-20 21:00:00,Imprensa,Não,Não,,1.0,,,Não,Briga,#fe9600,,,4
Bahia,MADRE DE DEUS,CENTRO,-12.739984907361702,-38.61563349755325,2024-04-24 22:30:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.8821983,-43.3247002,2024-04-24 18:03:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,JAPERI,CENTRO DE ENGENHEIRO PEDREIRA,-22.6782533,-43.6063309,2024-04-24 20:00:00,Polícia,Sim,Sim,,2.0,,,Não,Ação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.9115961,-43.2399245,2024-04-24 23:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,SÃO GONÇALO,SANTA CATARINA I,-22.8385913,-43.0662628,2024-04-24 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Briga,#fe9600,,,4
Bahia,MATA DE SAO JOAO,CABORE,-12.5400913,-38.2969328,2024-04-24 00:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,PERO VAZ,-12.950564153564269,-38.488565268243576,2024-04-24 00:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,4
Pernambuco,PAULISTA,NOSSA SENHORA DA CONCEICAO,-7.8926711792381425,-34.83457885155526,2024-04-24 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Briga,#fe9600,,,4
Bahia,CAMACARI,NI,-12.52205326913752,-38.21648610819254,2024-04-23 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,CAMARAGIBE,VALE DAS PEDREIRAS,-8.005218,-34.9650825,2024-04-23 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,ARRUDA,-8.025914423394521,-34.889299766451074,2024-04-23 00:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,CURADO,-8.076861990899022,-34.951743917198755,2024-04-23 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,SAO JOSE,-8.072579539186714,-34.886461356547045,2024-04-23 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,BELFORD ROXO,SAO JOSE,-22.7399515,-43.3355012,2024-04-24 09:29:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Pernambuco,RECIFE,SITIO DOS PINTOS,-8.013727218936141,-34.9524100943688,2024-04-23 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,NITERÓI,SANTA ROSA,-22.88894,-43.09861,2024-04-24 09:29:00,Imprensa,Sim,Sim,1.0,,,,Não,Operação policial,#fe9600,,,4
Bahia,SALVADOR,MUSSURUNGA,-12.910174712627512,-38.37835004671079,2024-04-24 05:00:00,Imprensa,Não,Não,2.0,,,,Não,Disputa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,MARE,-22.855,-43.243889,2024-04-24 08:30:00,Usuário,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,MARE,-22.8614224,-43.2404702,2024-04-24 05:56:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,TIJUCA,-22.9324433,-43.2411073,2024-04-24 00:25:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,MESQUITA,VILA EMIL,-22.7856048,-43.4208441,2024-04-23 22:24:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91189634,-43.25524243,2024-04-24 01:35:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,4
Rio de Janeiro,NILÓPOLIS,CENTRO DE OLINDA,-22.8098494,-43.4193916,2024-04-23 21:10:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,SAO CRISTOVAO,-22.8996469,-43.2227,2024-04-23 20:34:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,CAMACARI,LAMA PRETA,-12.70195273450644,-38.34207353255412,2024-04-23 13:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,PIEDADE,-22.87657404,-43.30422326,2024-04-23 04:18:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Bahia,SALVADOR,ILHA AMARELA,-12.889788503611513,-38.47195160629649,2024-04-23 00:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Bahia,SALVADOR,PARIPE,-12.844406942312856,-38.4703991831968,2024-04-23 15:30:00,Imprensa,Não,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,4
Bahia,SALVADOR,CANABRAVA,-12.919527510074458,-38.4284243939625,2024-04-21 21:30:00,Imprensa,Não,Não,,,,,Não,Briga,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,GUARATIBA,-22.9927651201992,-43.60885508465852,2024-04-23 14:20:00,Imprensa,Não,Não,2.0,,,,Não,Disputa,#fe9600,,,4
Bahia,CAMACARI,CENTRO,-12.70156700250345,-38.32370239607376,2024-04-22 20:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,4
Bahia,SALVADOR,FEDERACAO,-12.998877298911372,-38.498940874546,2024-04-23 13:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Bahia,SALVADOR,TORORO,-12.98619923120961,-38.50994961337324,2024-04-23 09:30:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,PARIPE,-12.8398098,-38.4565457,2024-04-23 09:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,CABO DE SANTO AGOSTINHO,MALAQUIAS,-8.291408799740552,-35.033912821881856,2024-04-23 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,JARDIM JORDAO,-8.1377556,-34.9410732,2024-04-22 20:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,VARZEA,-8.0383956,-34.9476579,2024-04-22 00:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,COMPORTAS,-8.1843091,-34.9672713,2024-04-22 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,CAJUEIRO SECO,-8.1726518,-34.93526,2024-04-22 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,LAURO DE FREITAS,VILA PRAIANA,-12.8974123,-38.3146628,2024-04-22 21:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,IPOJUCA,CENTRO - N. SRA DO O,-8.44310345674184,-35.022580631352234,2024-04-22 19:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,RECREIO DOS BANDEIRANTES,-23.0238782,-43.4778061,2024-04-23 07:48:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,INHAUMA,-22.87424538459676,-43.28632091865249,2024-04-23 05:02:00,Usuário,Não,Não,,,,,Não,Tiros a esmo,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,ANDARAI,-22.922329,-43.2477454,2024-04-22 23:19:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,QUEIMADOS,VILA CAMARIM,-22.706462,-43.56511039999999,2024-04-19 15:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Bahia,DIAS D'AVILA,BIRIBEIRA,-12.6311256,-38.2087326,2024-04-22 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
